lot_index,true_label,rf_score,if_score,hybrid_score,risk_tier,flagged
222,1,0.10309323761258193,0.41973717780048747,0.3372177955043609,Normal,0
223,-1,0.06956548438085611,0.4092015657767772,0.2306598228864729,Normal,0
224,-1,0.05476083435702866,0.40322053702469535,0.17958314829429234,Normal,0
225,-1,0.16680305210464993,0.41731001622378194,0.4717197518318975,Normal,0
226,-1,0.06804682297569732,0.44412343159999157,0.3330390376295469,Normal,0
227,-1,0.044686913171244014,0.4184063383462482,0.20314320925378743,Normal,0
228,-1,0.10516141773633111,0.43380093017748356,0.3844146424098944,Normal,0
229,-1,0.06317441253964627,0.3909808795914179,0.16124863558219849,Normal,0
230,-1,0.06325238493012852,0.42638650709148557,0.26864789115007104,Normal,0
231,-1,0.04146579938365201,0.39930793881462057,0.13813192001627844,Normal,0
232,-1,0.05732587250239625,0.43163509348577084,0.27134756072206545,Normal,0
233,-1,0.039534264803725884,0.4041153455617309,0.14839046775529835,Normal,0
234,-1,0.025493900169326976,0.4237316885508939,0.1765369331047881,Normal,0
235,-1,0.022097521129358446,0.4012423153850571,0.10086587308625834,Normal,0
236,-1,0.16974947090502399,0.40476744879586335,0.4402950172834554,Normal,0
237,-1,0.07238022049640855,0.4480070378550897,0.3544489994343849,Normal,0
238,-1,0.03171559988326418,0.4341616225066193,0.22197677824449785,Normal,0
239,-1,0.03535510415246565,0.4033611789523205,0.13680140265134857,Normal,0
240,-1,0.06449203247617294,0.39712587397954247,0.18279243617076868,Normal,0
241,-1,0.018561732011077595,0.42390879571822315,0.161638535265555,Normal,0
242,-1,0.02599847568544503,0.4039563118535635,0.11777082889594404,Normal,0
243,-1,0.053379626753979524,0.423739908956088,0.23865057745142798,Normal,0
244,-1,0.028107646602076427,0.40224994352583215,0.1172992648843828,Normal,0
245,-1,0.08711347669128844,0.39986561516168867,0.24145732113631174,Normal,0
246,-1,0.0850755096877175,0.3945083933694127,0.22069540007269464,Normal,0
247,-1,0.08366894628729649,0.4181310555312882,0.2891046619817619,Normal,0
248,-1,0.046927065659533335,0.4150591952933921,0.19799420871657294,Normal,0
249,-1,0.08334967779202279,0.42181361282184116,0.2995463911349995,Normal,0
250,-1,0.07738246733654525,0.42797491697070167,0.3049196029135799,Normal,0
